thedate,comp_name,comp_code,open,low,high,lastDone,chg,chgPercent,vol,buy,sell
"06 Mar 2019","FINTEC GLOBAL BERHAD - ICPS A 2017/2027","FINTEC-PA","0.025","0.025","0.025","0.025","-0.005","-16.67","1,000","0.025 / 33,172","0.030 / 51,970"
"06 Mar 2019","FINTEC GLOBAL BERHAD - WARRANTS A 2014/2024","FINTEC-WA","0.010","0.010","0.015","0.015","0.000","0.00","1,200","0.010 / 109,243","0.015 / 8,664"
"06 Mar 2019","FINTEC GLOBAL BERHAD - WARRANTS B 2017/2022","FINTEC-WB","0.020","0.020","0.020","0.020","0.000","0.00","1,620","0.015 / 28,950","0.020 / 3,979"
"06 Mar 2019","FITTERS DIVERSIFIED BHD","FITTERS","0.545","0.525","0.560","0.525","-0.010","-1.87","176,061","0.520 / 7,458","0.530 / 4,649"
"06 Mar 2019","FITTERS DIVERSIFIED BERHAD - Warrants","FITTERS-WB","0.040","0.025","0.040","0.025","-0.015","-37.50","42,255","0.025 / 18,902","0.030 / 14,710"
"06 Mar 2019","FOCUS LUMBER BERHAD","FLBHD","1.660","1.650","1.720","1.700","0.030","1.80","11,176","1.700 / 753","1.720 / 449"
"06 Mar 2019","FOCUS DYNAMICS GROUP BERHAD","FOCUS","0.140","0.135","0.140","0.140","-0.005","-3.45","51,571","0.135 / 14,433","0.140 / 136"
"06 Mar 2019","FOCUS DYNAMICS GROUP BERHAD- WARRANTS C 2014/2019","FOCUS-WC","-","-","-","0.095","0.000","0.00","0","0.085 / 300","0.100 / 90"
"06 Mar 2019","FOCUS POINT HOLDINGS BERHAD","FOCUSP","0.380","0.365","0.445","0.440","0.085","23.94","19,639","0.435 / 50","0.440 / 1,724"
"06 Mar 2019","FOUNDPAC GROUP BERHAD","FPGROUP","0.345","0.320","0.350","0.325","-0.010","-2.99","208,251","0.325 / 260","0.330 / 5,521"
"06 Mar 2019","FORMOSA PROSONIC INDUSTRIES","FPI","1.800","1.800","1.850","1.840","0.040","2.22","6,997","1.830 / 356","1.840 / 226"
"06 Mar 2019","FREIGHT MANAGEMENT HLDGS BHD","FREIGHT","0.560","0.560","0.565","0.565","0.005","0.89","1,040","0.560 / 3,770","0.565 / 40"
"06 Mar 2019","FRONTKEN CORPORATION BHD","FRONTKN","0.965","0.960","1.010","0.975","0.020","2.09","379,956","0.970 / 2,246","0.975 / 3,329"
"06 Mar 2019","FSBM HOLDINGS BHD","FSBM","-","-","-","0.095","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","FSBM HOLDINGS BERHAD - WARR","FSBM-WA","-","-","-","0.025","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","G3 GLOBAL BERHAD","G3","0.790","0.790","0.790","0.790","0.000","0.00","335","0.780 / 100","0.800 / 600"
"06 Mar 2019","G3 GLOBAL BERHAD - WARRANTS 2017/2022","G3-WA","-","-","-","0.770","0.000","0.00","0","0.515 / 200","0.730 / 300"
"06 Mar 2019","GADANG HOLDINGS BHD","GADANG","0.580","0.575","0.620","0.620","0.040","6.90","42,180","0.620 / 500","0.625 / 382"
"06 Mar 2019","GADANG HOLDINGS BHD - WARRANTS 2016 / 2021","GADANG-WB","0.125","0.125","0.140","0.140","0.015","12.00","8,687","0.135 / 874","0.140 / 147"
"06 Mar 2019","GAMUDA BHD","GAMUDA","2.970","2.960","3.010","2.990","0.020","0.67","38,800","2.960 / 100","2.990 / 4,276"
"06 Mar 2019","GAMUDA-C51: CW GAMUDA BERHAD (MIBB)","GAMUDA-C51","-","-","-","0.015","0.000","0.00","0","0.005 / 500","0.000 / 0"
"06 Mar 2019","GAMUDA-C53: CW GAMUDA BERHAD (CIMB)","GAMUDA-C53","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 1,248"
"01 Mar 2019","GAMUDA-C54: CW GAMUDA BERHAD (AM)","GAMUDA-C54","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"28 Feb 2019","GAMUDA-C55: CW GAMUDA BERHAD (MACQ)","GAMUDA-C55","-","-","-","0.015","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GAMUDA-C56: CW GAMUDA BERHAD (MACQ)","GAMUDA-C56","-","-","-","0.030","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GAMUDA-C57: CW GAMUDA BERHAD (CIMB)","GAMUDA-C57","0.050","0.050","0.050","0.050","0.000","0.00","70","0.000 / 0","0.060 / 200"
"06 Mar 2019","GAMUDA-C58: CW GAMUDA BERHAD (MACQ)","GAMUDA-C58","0.085","0.085","0.085","0.085","0.010","13.33","400","0.000 / 0","0.000 / 0"
"06 Mar 2019","GAMUDA-C59: CW GAMUDA BERHAD (CIMB)","GAMUDA-C59","0.195","0.190","0.195","0.190","0.005","2.70","304","0.165 / 2,000","0.000 / 0"
"06 Mar 2019","GAMUDA-C60: CW GAMUDA BERHAD (KIBB)","GAMUDA-C60","-","-","-","0.120","0.000","0.00","0","0.115 / 500","0.000 / 0"
"06 Mar 2019","GAMUDA-C61: CW GAMUDA BERHAD (MACQ)","GAMUDA-C61","0.095","0.095","0.095","0.095","0.000","0.00","14,000","0.090 / 500","0.100 / 110"
"06 Mar 2019","GAMUDA-C62: CW GAMUDA BERHAD (AM)","GAMUDA-C62","-","-","-","0.110","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GAMUDA-C63: CW GAMUDA BERHAD (MIBB)","GAMUDA-C63","0.125","0.125","0.125","0.125","0.005","4.17","62","0.105 / 1,000","0.135 / 225"
"06 Mar 2019","GAMUDA BERHAD-WARRANTS E","GAMUDA-WE","0.230","0.225","0.235","0.230","0.000","0.00","9,715","0.230 / 239","0.235 / 3,427"
"06 Mar 2019","GAS MALAYSIA BERHAD","GASMSIA","2.860","2.830","2.860","2.830","0.010","0.35","292","2.830 / 38","2.850 / 133"
"06 Mar 2019","GABUNGAN AQRS BERHAD","GBGAQRS","1.160","1.150","1.170","1.160","0.000","0.00","6,558","1.150 / 1,273","1.160 / 1,007"
"06 Mar 2019","GABUNGAN AQRS BERHAD-WARRANTS B","GBGAQRS-WB","0.275","0.275","0.280","0.280","0.005","1.82","11,470","0.275 / 145","0.280 / 3,905"
"06 Mar 2019","GUAN CHONG BHD","GCB","3.700","3.690","3.710","3.710","-0.020","-0.54","3,521","3.700 / 2,400","3.710 / 275"
"06 Mar 2019","GCB-CA: CW GUAN CHONG BERHAD (RHB)","GCB-CA","0.290","0.290","0.290","0.290","0.005","1.75","100","0.285 / 100","0.320 / 100"
"06 Mar 2019","GRAND CENTRAL ENTERPRISES BHD","GCE","0.460","0.460","0.460","0.460","0.000","0.00","30","0.460 / 70","0.475 / 70"
"06 Mar 2019","GDB HOLDINGS BERHAD","GDB","0.265","0.260","0.270","0.270","0.005","1.89","4,436","0.260 / 3,829","0.270 / 4,675"
"06 Mar 2019","GD EXPRESS CARRIER BHD","GDEX","0.350","0.350","0.365","0.350","0.000","0.00","38,914","0.345 / 5,589","0.350 / 2,961"
"01 Mar 2019","GDEX-CN: CW GD EXPRESS CARRIER BERHAD (AM)","GDEX-CN","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GD EXPRESS CARRIER  BERHAD- Warrants B 2015/2020","GDEX-WB","0.060","0.055","0.065","0.055","-0.005","-8.33","27,064","0.055 / 19,091","0.060 / 5,902"
"06 Mar 2019","GEELY-C1: CW GEELY AUTOMOBILE HOLDINGS LIMITED (RHB)","GEELY-C1","-","-","-","0.075","0.000","0.00","0","0.000 / 0","0.150 / 650"
"06 Mar 2019","GENETEC TECHNOLOGY BERHAD","GENETEC","1.870","1.800","1.870","1.820","-0.050","-2.67","2,178","1.820 / 5","1.840 / 35"
"06 Mar 2019","GENTING MALAYSIA BERHAD","GENM","3.430","3.400","3.430","3.420","0.000","0.00","28,348","3.420 / 55","3.430 / 1,376"
"06 Mar 2019","GENM-C38: CW GENTING MALAYSIA BERHAD (RHB)","GENM-C38","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 49,332"
"01 Mar 2019","GENM-C39: CW GENTING MALAYSIA BERHAD (AM)","GENM-C39","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENM-C40: CW GENTING MALAYSIA BERHAD (KIBB)","GENM-C40","-","-","-","0.150","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENM-C41: CW GENTING MALAYSIA BERHAD (CIMB)","GENM-C41","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.010 / 3,475"
"06 Mar 2019","GENM-C42: CW GENTING MALAYSIA BERHAD (MACQ)","GENM-C42","-","-","-","0.045","0.000","0.00","0","0.035 / 1,120","0.050 / 4,999"
"06 Mar 2019","GENM-C43: CW GENTING MALAYSIA BERHAD (RHB)","GENM-C43","0.050","0.050","0.050","0.050","0.000","0.00","918","0.000 / 0","0.050 / 87"
"06 Mar 2019","GENM-C44: CW GENTING MALAYSIA BERHAD (KIBB)","GENM-C44","-","-","-","0.075","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENM-C45: CW GENTING MALAYSIA BERHAD (AM)","GENM-C45","0.155","0.155","0.155","0.155","0.000","0.00","600","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENM-C46: CW GENTING MALAYSIA BERHAD (MACQ)","GENM-C46","0.135","0.135","0.135","0.135","0.000","0.00","17,200","0.130 / 3,500","0.140 / 100"
"06 Mar 2019","GENM-C47: CW GENTING MALAYSIA BERHAD (RHB)","GENM-C47","0.135","0.135","0.135","0.135","-0.005","-3.57","3,000","0.000 / 0","0.150 / 400"
"06 Mar 2019","GENM-C48: CW GENTING MALAYSIA BERHAD (KIBB)","GENM-C48","-","-","-","0.125","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENM-C49: CW GENTING MALAYSIA BERHAD (MACQ)","GENM-C49","0.195","0.195","0.195","0.195","0.000","0.00","7,400","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENM-C50: CW GENTING MALAYSIA BERHAD (CIMB)","GENM-C50","0.175","0.175","0.175","0.175","0.000","0.00","1,439","0.175 / 63","0.180 / 1,000"
"06 Mar 2019","GENM-C51: CW GENTING MALAYSIA BERHAD (MIBB)","GENM-C51","-","-","-","0.135","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENTING PLANTATIONS BERHAD","GENP","10.340","10.340","10.440","10.440","0.020","0.19","513","10.380 / 85","10.440 / 41"
"06 Mar 2019","GENTING PLANTATIONS BERHAD-WARRANT A 13/19","GENP-WA","2.520","2.500","2.520","2.520","0.020","0.80","690","2.480 / 50","2.520 / 100"
"06 Mar 2019","GENTING BHD","GENTING","7.170","7.150","7.210","7.150","0.040","0.56","25,261","7.150 / 98","7.170 / 5,977"
"06 Mar 2019","GENTINGC51: CW GENTING BERHAD (CIMB)","GENTINGC51","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 20,869"
"28 Feb 2019","GENTINGC53: CW GENTING BERHAD (MIBB)","GENTINGC53","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENTINGC55: CW GENTING BERHAD (RHB)","GENTINGC55","-","-","-","0.050","0.000","0.00","0","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENTINGC56: CW GENTING BERHAD (MACQ)","GENTINGC56","-","-","-","0.030","0.000","0.00","0","0.000 / 0","0.030 / 400"
"06 Mar 2019","GENTINGC57: CW GENTING BERHAD (MACQ)","GENTINGC57","0.120","0.115","0.120","0.115","0.000","0.00","5,600","0.000 / 0","0.120 / 11,766"
"06 Mar 2019","GENTINGC58: CW GENTING BERHAD (CIMB)","GENTINGC58","-","-","-","0.080","0.000","0.00","0","0.080 / 50","0.085 / 100"
"06 Mar 2019","GENTINGC59: CW GENTING BERHAD (RHB)","GENTINGC59","0.120","0.120","0.120","0.120","0.000","0.00","30,000","0.115 / 7,200","0.000 / 0"
"06 Mar 2019","GENTINGC60: CW GENTING BERHAD (KIBB)","GENTINGC60","0.150","0.150","0.150","0.150","-0.010","-6.25","1,000","0.000 / 0","0.000 / 0"
"06 Mar 2019","GENTINGC61: CW GENTING BERHAD (AM)","GENTINGC61","0.140","0.140","0.140","0.140","0.005","3.70","4,400","0.020 / 5,000","0.145 / 100"
"06 Mar 2019","GENTINGC62: CW GENTING BERHAD (MACQ)","GENTINGC62","0.180","0.180","0.180","0.180","0.005","2.86","1,500","0.000 / 0","0.200 / 350"
"06 Mar 2019","GENTINGC63: CW GENTING BERHAD (MIBB)","GENTINGC63","-","-","-","0.160","0.000","0.00","0","0.000 / 0","0.300 / 50"
"06 Mar 2019","GE-SHEN CORPORATION BHD","GESHEN","0.630","0.630","0.650","0.650","0.025","4.00","711","0.630 / 411","0.650 / 658"
"06 Mar 2019","GETS GLOBAL BERHAD","GETS","0.120","0.120","0.135","0.125","0.000","0.00","141","0.125 / 78","0.130 / 364"
"06 Mar 2019","GFM SERVICES BERHAD","GFM","0.500","0.490","0.505","0.500","0.000","0.00","14,770","0.495 / 758","0.500 / 2,490"
"06 Mar 2019","GFM SERVICES BERHAD - WARRANTS C 2019/2022","GFM-WC","0.195","0.190","0.200","0.195","0.000","0.00","23,033","0.190 / 9,376","0.195 / 5,405"
"06 Mar 2019","GHL SYSTEMS BHD","GHLSYS","1.690","1.660","1.690","1.660","-0.040","-2.35","162","1.660 / 89","1.700 / 250"
"06 Mar 2019","GHLSYS-CA: CW GHL SYSTEMS BERHAD (MIBB)","GHLSYS-CA","0.110","0.110","0.110","0.110","0.000","0.00","771","0.000 / 0","0.000 / 0"
"06 Mar 2019","GEORGE KENT (M) BHD","GKENT","1.080","1.070","1.120","1.110","0.040","3.74","60,724","1.110 / 682","1.120 / 4,223"
"06 Mar 2019","GOLDEN LAND BERHAD","GLBHD","-","-","-","0.385","0.000","0.00","0","0.370 / 40","0.395 / 120"
"06 Mar 2019","GLOMAC BHD","GLOMAC","0.380","0.375","0.380","0.380","0.000","0.00","1,106","0.380 / 97","0.385 / 770"
