thedate,comp_name,comp_code,open,low,high,lastDone,chg,chgPercent,vol,buy,sell
"26 Feb 2019","AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC69","-","-","-","0.135","0.000","0.00","0","0.000 / 0","0.120 / 400"
"26 Feb 2019","AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)","AIRASIAC70","0.060","0.060","0.060","0.060","0.005","9.09","8,450","0.045 / 300","0.000 / 0"
"26 Feb 2019","AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)","AIRASIAC71","0.150","0.150","0.160","0.155","0.005","3.33","7,600","0.155 / 1,200","0.180 / 100"
"26 Feb 2019","AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC72","0.250","0.250","0.255","0.255","0.010","4.08","230","0.255 / 300","0.260 / 100"
"26 Feb 2019","AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)","AIRASIAC73","0.290","0.290","0.295","0.290","0.005","1.75","16,800","0.000 / 0","0.305 / 300"
"26 Feb 2019","AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC74","-","-","-","0.470","0.000","0.00","0","0.000 / 0","0.510 / 200"
"26 Feb 2019","AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)","AIRASIAC75","-","-","-","0.190","0.000","0.00","0","0.000 / 0","0.245 / 30"
"26 Feb 2019","AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)","AIRASIAC76","0.105","0.105","0.105","0.105","0.000","0.00","2,600","0.000 / 0","0.115 / 500"
"26 Feb 2019","AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)","AIRASIAC77","0.125","0.125","0.125","0.125","0.000","0.00","42,456","0.125 / 3,280","0.130 / 250"
"26 Feb 2019","AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB)","AIRASIAC78","0.145","0.145","0.145","0.145","0.000","0.00","6,000","0.000 / 0","0.155 / 500"
"26 Feb 2019","MALAYSIA AIRPORTS HOLDINGS BHD","AIRPORT","8.370","8.320","8.440","8.370","-0.090","-1.06","17,222","8.330 / 11","8.370 / 700"
"26 Feb 2019","AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)","AIRPORT-C2","-","-","-","0.025","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)","AIRPORT-C3","-","-","-","0.035","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)","AIRPORT-C4","-","-","-","0.085","0.000","0.00","0","0.055 / 100","0.120 / 300"
"26 Feb 2019","AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)","AIRPORT-C5","-","-","-","0.090","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)","AIRPORT-C6","-","-","-","0.160","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)","AIRPORT-C7","0.135","0.135","0.135","0.135","-0.010","-6.90","300","0.000 / 0","0.175 / 400"
"26 Feb 2019","AMALGAMATED INDUSTRIAL STEEL","AISB","0.260","0.260","0.260","0.260","-0.005","-1.89","15","0.260 / 241","0.295 / 252"
"26 Feb 2019","AJINOMOTO (M) BHD","AJI","18.820","18.620","18.820","18.620","-0.200","-1.06","121","18.600 / 5","18.680 / 25"
"26 Feb 2019","AJIYA BHD","AJIYA","-","-","-","0.565","0.000","0.00","0","0.540 / 60","0.565 / 934"
"26 Feb 2019","AJIYA BERHAD - WARRANTS 2016/2021","AJIYA-WA","-","-","-","0.105","0.000","0.00","0","0.090 / 420","0.105 / 1,324"
"26 Feb 2019","ALAM MARITIM RESOURCES BHD","ALAM","0.105","0.100","0.105","0.100","-0.005","-4.76","19,241","0.100 / 13,301","0.105 / 11,911"
"26 Feb 2019","AL-AQAR HEALTHCARE REIT","ALAQAR","1.330","1.330","1.350","1.350","0.020","1.50","1,141","1.350 / 2","1.380 / 3"
"26 Feb 2019","ALCOM GROUP BERHAD","ALCOM","0.495","0.495","0.510","0.510","0.010","2.00","180","0.495 / 45","0.510 / 131"
"26 Feb 2019","ALLIANZ MALAYSIA BHD","ALLIANZ","14.440","14.340","14.480","14.380","-0.080","-0.55","151","14.380 / 5","14.440 / 180"
"26 Feb 2019","ALLIANZ MALAYSIA BHD-ICPS","ALLIANZ-PA","14.100","14.100","14.200","14.200","-0.300","-2.07","80","14.000 / 100","0.000 / 0"
"26 Feb 2019","AL-SALAM REAL ESTATE INVESTMENT TRUST","ALSREIT","0.810","0.800","0.810","0.800","-0.010","-1.23","201","0.800 / 315","0.815 / 10"
"26 Feb 2019","AMMB HOLDINGS BHD","AMBANK","4.550","4.510","4.590","4.580","0.030","0.66","45,978","4.570 / 280","4.580 / 11,998"
"26 Feb 2019","AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)","AMBANK-C10","-","-","-","0.190","0.000","0.00","0","0.000 / 0","0.300 / 30"
"26 Feb 2019","AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)","AMBANK-C11","-","-","-","0.180","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)","AMBANK-C12","0.150","0.150","0.150","0.150","-0.005","-3.23","300","0.000 / 0","0.000 / 0"
"26 Feb 2019","AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)","AMBANK-C13","0.105","0.105","0.105","0.105","-0.005","-4.55","900","0.000 / 0","0.120 / 500"
"26 Feb 2019","ASIA MEDIA GROUP BERHAD","AMEDIA","0.160","0.160","0.170","0.165","0.005","3.12","2,989","0.160 / 1,560","0.165 / 1,044"
"26 Feb 2019","AMFIRST REITS","AMFIRST","0.530","0.525","0.540","0.530","-0.005","-0.93","6,548","0.525 / 907","0.530 / 4"
"26 Feb 2019","AMLEX HOLDINGS BERHAD","AMLEX","-","-","-","0.180","0.000","0.00","0","0.010 / 500","0.170 / 500"
"26 Feb 2019","AMCORP PROPERTIES BERHAD","AMPROP","0.520","0.515","0.520","0.515","-0.005","-0.96","1,011","0.515 / 895","0.525 / 20"
"26 Feb 2019","AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A","AMPROP-PA","0.250","0.250","0.250","0.250","0.000","0.00","30","0.250 / 126","0.280 / 43"
"26 Feb 2019","AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B","AMPROP-PB","-","-","-","0.580","0.000","0.00","0","0.440 / 100","0.620 / 12"
"26 Feb 2019","AMTEK HOLDINGS BHD","AMTEK","0.285","0.285","0.285","0.285","0.005","1.79","1","0.265 / 500","0.285 / 100"
"26 Feb 2019","AMTEL HOLDINGS BHD","AMTEL","-","-","-","0.655","0.000","0.00","0","0.655 / 200","0.795 / 3"
"26 Feb 2019","AMVERTON BERHAD","AMVERTON","-","-","-","1.000","0.000","0.00","0","0.950 / 50","1.070 / 10"
"26 Feb 2019","AMWAY (M) HOLDINGS BHD","AMWAY","6.000","5.800","6.090","6.090","0.090","1.50","40","5.920 / 10","6.090 / 4"
"26 Feb 2019","ANALABS RESOURCES BHD","ANALABS","1.200","1.200","1.200","1.200","0.020","1.69","20","1.150 / 1","1.280 / 20"
"26 Feb 2019","ANCOM BHD","ANCOM","0.500","0.490","0.500","0.490","-0.015","-2.97","770","0.490 / 545","0.495 / 99"
"26 Feb 2019","ANCOM LOGISTICS BERHAD","ANCOMLB","0.090","0.085","0.090","0.085","-0.005","-5.56","1,000","0.085 / 1,692","0.095 / 300"
"26 Feb 2019","ANN JOO RESOURCES BHD","ANNJOO","1.590","1.500","1.590","1.520","-0.070","-4.40","15,218","1.510 / 711","1.520 / 31"
"26 Feb 2019","ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024","ANNJOO-PA","-","-","-","0.430","0.000","0.00","0","0.440 / 10","0.720 / 160"
"26 Feb 2019","ANZO HOLDINGS BERHAD","ANZO","0.035","0.035","0.040","0.040","0.005","14.29","3,600","0.035 / 207,194","0.040 / 68,584"
"26 Feb 2019","ANZO HOLDINGS BERHAD-WARRANTS 2009/2019","ANZO-WA","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 40,481"
"26 Feb 2019","ANZO HOLDINGS BERHAD-WARRANTS 2013/2023","ANZO-WB","-","-","-","0.025","0.000","0.00","0","0.010 / 22,800","0.025 / 700"
"26 Feb 2019","ANZO HOLDINGS BERHAD - WARRANTS 2017/2020","ANZO-WC","0.005","0.005","0.005","0.005","0.000","0.00","200","0.000 / 0","0.005 / 16,492"
"26 Feb 2019","APB RESOURCES BHD","APB","0.780","0.780","0.780","0.780","-0.005","-0.64","100","0.720 / 60","0.780 / 140"
"26 Feb 2019","APEX EQUITY HOLDINGS BHD","APEX","1.000","1.000","1.010","1.010","0.000","0.00","110","0.990 / 50","1.010 / 10"
"26 Feb 2019","APFT BERHAD","APFT","0.020","0.020","0.020","0.020","0.005","33.33","1","0.015 / 238,075","0.020 / 124,909"
"26 Feb 2019","APM AUTOMOTIVE HOLDINGS BHD","APM","3.100","3.000","3.100","3.100","0.170","5.80","34","3.020 / 20","3.240 / 100"
"26 Feb 2019","APOLLO FOOD HOLDINGS BHD","APOLLO","3.880","3.820","3.950","3.820","-0.060","-1.55","160","3.820 / 16","3.950 / 85"
"26 Feb 2019","APPASIA BERHAD","APPASIA","0.100","0.095","0.100","0.095","0.000","0.00","2,000","0.095 / 7,972","0.100 / 2,084"
"26 Feb 2019","APPASIA BERHAD - WARRANTS A","APPASIA-WA","0.050","0.045","0.050","0.045","-0.005","-10.00","340","0.045 / 2,350","0.050 / 1,460"
"26 Feb 2019","A-RANK BHD","ARANK","0.530","0.530","0.535","0.530","-0.005","-0.93","720","0.530 / 2","0.535 / 60"
"26 Feb 2019","ARK RESOURCES HOLDINGS BERHAD","ARK","-","-","-","0.380","0.000","0.00","0","0.400 / 50","0.450 / 100"
"26 Feb 2019","ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021","ARK-WB","-","-","-","0.090","0.000","0.00","0","0.020 / 1,100","0.390 / 1"
"26 Feb 2019","BUMI ARMADA BERHAD","ARMADA","0.200","0.190","0.205","0.190","-0.010","-5.00","1,538,270","0.185 / 292,628","0.190 / 5,582"
"26 Feb 2019","ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)","ARMADA-C40","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 13,581"
"26 Feb 2019","ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)","ARMADA-C42","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)","ARMADA-C43","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 39,675"
"26 Feb 2019","ARMADA-C44: CW BUMI ARMADA BERHAD (AM)","ARMADA-C44","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 29,170"
"26 Feb 2019","ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)","ARMADA-C45","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 52,457"
"26 Feb 2019","ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)","ARMADA-C46","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 29,650"
"26 Feb 2019","ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)","ARMADA-C47","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)","ARMADA-C48","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.005 / 2,600"
"26 Feb 2019","ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)","ARMADA-C49","0.010","0.010","0.010","0.010","-0.005","-33.33","43,400","0.005 / 50,000","0.025 / 4,240"
"26 Feb 2019","ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)","ARMADA-C50","0.020","0.020","0.020","0.020","-0.005","-20.00","1,020","0.015 / 30,000","0.025 / 500"
"26 Feb 2019","AMANAHRAYA REITS","ARREIT","0.845","0.845","0.850","0.845","0.005","0.60","636","0.845 / 99","0.850 / 653"
"26 Feb 2019","ADVANCE SYNERGY BHD","ASB","0.135","0.130","0.135","0.130","-0.010","-7.14","14,209","0.125 / 17,813","0.130 / 1,621"
"26 Feb 2019","ASDION BHD","ASDION","0.260","0.240","0.265","0.260","0.005","1.96","42,502","0.255 / 2,757","0.260 / 7,004"
"26 Feb 2019","ASDION BERHAD - WARRANTS 2014/2019","ASDION-WB","0.005","0.005","0.005","0.005","0.000","0.00","2,150","0.000 / 0","0.005 / 26,086"
"26 Feb 2019","ASIA BRANDS BERHAD","ASIABRN","0.430","0.430","0.480","0.480","0.050","11.63","1,415","0.460 / 150","0.480 / 80"
"26 Feb 2019","ASIA FILE CORPORATION BHD","ASIAFLE","2.600","2.600","2.620","2.600","-0.010","-0.38","31","2.580 / 16","2.600 / 21"
"26 Feb 2019","ASIAN PAC HOLDINGS BHD","ASIAPAC","0.120","0.115","0.120","0.115","-0.005","-4.17","10,260","0.115 / 20,770","0.120 / 4,550"
"26 Feb 2019","ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022","ASIAPAC-LC","-","-","-","0.600","0.000","0.00","0","0.600 / 100","0.805 / 30"
"26 Feb 2019","ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022","ASIAPAC-WB","0.040","0.040","0.055","0.055","0.010","22.22","663","0.040 / 200","0.055 / 461"
"26 Feb 2019","ASIA POLY HOLDINGS BHD","ASIAPLY","0.075","0.075","0.080","0.080","0.005","6.67","22,598","0.075 / 5,605","0.080 / 2,099"
"26 Feb 2019","ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022","ASIAPLY-PA","0.040","0.040","0.040","0.040","0.000","0.00","2,000","0.035 / 27,673","0.045 / 33,833"
"26 Feb 2019","ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020","ASIAPLY-WA","-","-","-","0.035","0.000","0.00","0","0.020 / 500","0.035 / 8,259"
"26 Feb 2019","ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022","ASIAPLY-WB","-","-","-","0.035","0.000","0.00","0","0.030 / 11,000","0.035 / 4,783"
"26 Feb 2019","ASTINO BHD","ASTINO","0.705","0.705","0.715","0.715","0.015","2.14","2,035","0.710 / 10","0.715 / 364"
"26 Feb 2019","ASTRO MALAYSIA HOLDINGS BERHAD","ASTRO","1.650","1.620","1.670","1.650","0.010","0.61","43,410","1.640 / 180","1.650 / 162"
"26 Feb 2019","ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)","ASTRO-C10","0.145","0.145","0.145","0.145","-0.005","-3.33","12,000","0.000 / 0","0.000 / 0"
"26 Feb 2019","ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)","ASTRO-C11","-","-","-","0.130","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)","ASTRO-C12","-","-","-","0.115","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)","ASTRO-C13","0.100","0.100","0.100","0.100","-0.005","-4.76","2,000","0.000 / 0","0.000 / 0"
"26 Feb 2019","AT SYSTEMATIZATION BHD","AT","0.055","0.050","0.055","0.050","0.000","0.00","850","0.050 / 25,592","0.055 / 5,398"
"26 Feb 2019","AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19","AT-WB","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.010 / 31,470"
"26 Feb 2019","ATA IMS BERHAD","ATAIMS","1.800","1.770","1.840","1.770","-0.030","-1.67","21,483","1.770 / 200","1.780 / 186"
"26 Feb 2019","ATLAN HOLDINGS BHD","ATLAN","-","-","-","4.400","0.000","0.00","0","4.360 / 10","4.400 / 65"
"26 Feb 2019","ATRIUM REITS","ATRIUM","1.120","1.120","1.120","1.120","0.000","0.00","272","1.110 / 995","1.120 / 208"
"26 Feb 2019","ATTA GLOBAL GROUP BERHAD","ATTA","0.650","0.600","0.650","0.620","-0.110","-15.07","4,470","0.620 / 20","0.630 / 80"
"26 Feb 2019","ATTA GLOBAL GROUP BERHAD - ICULS 12/22","ATTA-LA","0.090","0.070","0.090","0.070","-0.050","-41.67","73,865","0.070 / 6,047","0.075 / 4,530"
"26 Feb 2019","ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022","ATTA-PA","0.140","0.110","0.150","0.150","0.000","0.00","10,119","0.120 / 699","0.150 / 1,482"
"26 Feb 2019","ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22","ATTA-WB","0.100","0.090","0.100","0.090","-0.025","-21.74","540","0.085 / 150","0.120 / 146"
"26 Feb 2019","ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024","ATTA-WC","-","-","-","0.095","0.000","0.00","0","0.085 / 150","0.175 / 127"
"26 Feb 2019","ATURMAJU RESOURCES BHD","ATURMJU","0.305","0.280","0.365","0.350","0.050","16.67","59,402","0.350 / 5","0.355 / 1,740"
"26 Feb 2019","ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024","ATURMJU-PA","0.060","0.055","0.070","0.060","0.005","9.09","151,075","0.060 / 55,874","0.065 / 14,597"
"26 Feb 2019","AVILLION BERHAD","AVI","0.245","0.245","0.245","0.245","0.000","0.00","182","0.245 / 18","0.250 / 50"
"26 Feb 2019","AWC BERHAD","AWC","0.755","0.745","0.770","0.770","0.010","1.32","13,537","0.765 / 4,644","0.770 / 4"
"26 Feb 2019","AWC BERHAD - WARRANTS 2018/2023","AWC-WA","0.205","0.200","0.215","0.210","0.005","2.44","5,755","0.210 / 251","0.215 / 1,139"
"26 Feb 2019","AXIATA GROUP BERHAD","AXIATA","4.170","4.080","4.170","4.120","-0.050","-1.20","43,787","4.120 / 4,351","4.130 / 742"
"26 Feb 2019","AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)","AXIATA-C28","-","-","-","0.020","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)","AXIATA-C29","-","-","-","0.005","0.000","0.00","0","0.000 / 0","0.000 / 0"
"26 Feb 2019","AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)","AXIATA-C30","-","-","-","0.050","0.000","0.00","0","0.000 / 0","0.000 / 0"
